Timestamp,Input_RPM,Output_RPM,Difference_%
16:51:32.501162,100.0,0.0,100.0
16:51:32.612211,100.0,0.0,100.0
16:51:32.739117,100.0,0.0,100.0
16:51:32.802443,100.0,0.0,100.0
16:51:32.931911,100.0,0.0,100.0
16:51:33.058943,100.0,0.0,100.0
16:51:33.133322,100.0,0.0,100.0
16:51:33.264468,100.0,0.0,100.0
16:51:33.327650,100.0,0.0,100.0
16:51:33.453030,100.0,-9.0,109.00000000000001
16:51:33.517908,100.0,-851.0,951.0
16:51:33.647094,100.0,-1251.0,1351.0
16:51:33.717527,100.0,-196.0,296.0
16:51:33.833449,100.0,532.0,-432.0
16:51:33.965146,100.0,1077.0,-977.0
16:51:34.028985,100.0,-102.0,202.0
16:51:34.149988,100.0,-1255.0,1355.0
16:51:34.216494,100.0,-234.0,334.0
16:51:34.333501,100.0,741.0,-641.0
16:51:34.466085,100.0,503.0,-403.0
16:51:34.528210,100.0,-968.0,1068.0
16:51:34.655291,100.0,-725.0,825.0
16:51:34.721112,100.0,733.0,-633.0
16:51:34.847341,100.0,1039.0,-939.0
16:51:34.912171,100.0,-570.0,670.0
16:51:35.038896,100.0,-1055.0,1155.0
16:51:35.168700,100.0,189.0,-89.0
16:51:35.232140,100.0,1183.0,-1083.0
16:51:35.360918,100.0,735.0,-635.0
16:51:35.424728,100.0,-971.0,1071.0
16:51:35.553031,100.0,-661.0,761.0
16:51:35.613856,100.0,1072.0,-972.0000000000001
16:51:35.744318,100.0,895.0,-795.0
16:51:35.807397,100.0,-646.0,746.0
16:51:35.936540,100.0,-441.0,541.0
16:51:36.063739,100.0,1090.0,-990.0
16:51:36.126869,100.0,432.0,-332.0
16:51:36.253446,100.0,-492.0,592.0
16:51:36.318347,100.0,23.0,77.0
16:51:36.445701,100.0,1148.0,-1048.0
16:51:36.508658,100.0,-170.0,270.0
16:51:36.637450,100.0,-608.0,708.0
16:51:36.767782,100.0,-125.0,225.0
16:51:36.831182,100.0,267.0,-167.0
16:51:36.957430,100.0,27.0,73.0
16:51:37.019839,100.0,24.0,76.0
16:51:37.148094,100.0,224.0,-124.0
16:51:37.213523,100.0,556.0,-455.99999999999994
16:51:37.341014,100.0,297.0,-197.0
16:51:37.460934,100.0,-80.0,180.0
16:51:37.524212,100.0,-59.0,159.0
16:51:37.644022,100.0,-21.0,121.0
16:51:37.711688,100.0,0.0,100.0
16:51:37.838639,100.0,0.0,100.0
16:51:37.963543,100.0,0.0,100.0
16:51:38.026892,100.0,0.0,100.0
16:51:38.145820,100.0,-11.0,111.00000000000001
16:51:38.211333,100.0,-354.0,454.0
16:51:38.337814,100.0,-841.0,941.0
16:51:38.466535,100.0,-502.0,602.0
16:51:38.530432,100.0,251.0,-151.0
16:51:38.658969,100.0,729.0,-629.0
16:51:38.724039,100.0,660.0,-560.0
16:51:38.850747,100.0,25.0,75.0
16:51:38.915574,100.0,-714.0,814.0
16:51:39.042860,100.0,-667.0,767.0
16:51:39.169014,100.0,-37.0,137.0
16:51:39.234551,100.0,1059.0,-959.0
16:51:39.362616,100.0,366.0,-266.0
16:51:39.426884,100.0,-267.0,367.0
16:51:39.554019,100.0,-240.0,340.0
16:51:39.677014,100.0,1.0,99.0
16:51:39.739392,100.0,100.0,0.0
16:51:39.873266,100.0,143.0,-43.0
16:51:39.938304,100.0,-929.0,1029.0
16:51:40.063995,100.0,-572.0,672.0
16:51:40.130613,100.0,-197.0,297.0
16:51:40.257033,100.0,444.0,-344.0
16:51:40.321041,100.0,964.0,-864.0
16:51:40.448424,100.0,477.0,-377.0
16:51:40.575642,100.0,-1032.0,1132.0
16:51:40.640781,100.0,-797.0,897.0000000000001
16:51:40.768214,100.0,134.0,-34.0
16:51:40.815597,100.0,461.0,-361.0
16:51:40.943463,100.0,440.0,-340.0
16:51:41.071160,100.0,586.0,-486.00000000000006
16:51:41.133896,100.0,-237.0,337.0
16:51:41.260358,100.0,-1153.0,1253.0
16:51:41.325648,100.0,-427.0,527.0
16:51:41.454864,100.0,236.0,-136.0
16:51:41.518345,100.0,331.0,-231.0
16:51:41.627269,100.0,98.0,2.0
16:51:41.756671,100.0,-10.0,110.00000000000001
16:51:41.821025,100.0,-620.0,720.0
16:51:41.947044,100.0,-1054.0,1154.0
16:51:42.076256,100.0,-336.0,436.00000000000006
16:51:42.140431,100.0,456.0,-356.0
16:51:42.267390,100.0,992.0,-892.0
16:51:42.326788,100.0,625.0,-525.0
16:51:42.454996,100.0,-506.0,606.0
16:51:42.518595,100.0,-1092.0,1192.0
16:51:42.649426,100.0,-294.0,394.0
16:51:42.776216,100.0,583.0,-483.0
16:51:42.839901,100.0,1037.0,-936.9999999999999
16:51:42.968906,100.0,-363.0,463.0
16:51:43.032108,100.0,-1317.0,1417.0
16:51:43.158444,100.0,-470.0,570.0
16:51:43.270475,100.0,216.0,-115.99999999999999
16:51:43.336333,100.0,565.0,-465.00000000000006
16:51:43.463718,100.0,314.0,-214.0
16:51:43.526779,100.0,-1299.0,1399.0
16:51:43.654143,100.0,-915.0,1015.0
16:51:43.781683,100.0,270.0,-170.0
16:51:43.846556,100.0,775.0,-675.0
16:51:43.958841,100.0,54.0,46.0
16:51:44.024303,100.0,-1033.0,1133.0
16:51:44.149105,100.0,-546.0,646.0
16:51:44.276459,100.0,352.0,-252.0
16:51:44.342212,100.0,1048.0,-948.0
16:51:44.469744,100.0,-69.0,169.0
16:51:44.532522,100.0,-1264.0,1364.0
16:51:44.660839,100.0,-659.0,759.0
16:51:44.725317,100.0,-27.0,127.0
16:51:44.853304,100.0,146.0,-46.0
16:51:44.982616,100.0,304.0,-204.0
16:51:45.046929,100.0,-457.0,557.0
16:51:45.173753,100.0,-970.0,1070.0
16:51:45.239548,100.0,-451.0,551.0
16:51:45.365384,100.0,672.0,-572.0
16:51:45.430939,100.0,1094.0,-994.0
16:51:45.559113,100.0,128.0,-28.000000000000004
16:51:45.684695,100.0,-1191.0,1291.0
16:51:45.748862,100.0,-546.0,646.0
16:51:45.863804,100.0,688.0,-588.0
16:51:45.928701,100.0,1029.0,-928.9999999999999
16:51:46.055380,100.0,-127.0,227.0
16:51:46.181018,100.0,-1258.0,1358.0
16:51:46.244302,100.0,-464.0,564.0
16:51:46.376110,100.0,527.0,-426.99999999999994
16:51:46.440744,100.0,728.0,-628.0
16:51:46.551550,100.0,421.0,-321.0
16:51:46.679740,100.0,-292.0,392.0
16:51:46.743926,100.0,-621.0,721.0
16:51:46.873099,100.0,-586.0,686.0
16:51:46.938095,100.0,-146.0,246.0
16:51:47.064263,100.0,480.0,-380.0
16:51:47.129293,100.0,860.0,-760.0
16:51:47.256894,100.0,473.0,-373.0
16:51:47.387027,100.0,-169.0,269.0
16:51:47.449674,100.0,-76.0,176.0
16:51:47.576892,100.0,-60.0,160.0
16:51:47.641476,100.0,-638.0,738.0
16:51:47.769642,100.0,-670.0,770.0
16:51:47.833833,100.0,86.0,14.000000000000002
16:51:47.960928,100.0,854.0,-754.0
16:51:48.089177,100.0,2.0,98.0
16:51:48.155413,100.0,-633.0,733.0
16:51:48.283596,100.0,-356.0,455.99999999999994
16:51:48.347771,100.0,309.0,-209.0
16:51:48.457813,100.0,108.0,-8.0
