Timestamp,Input_RPM,Output_RPM,Difference_%
16:21:36.885112,0.0,0.0,0
16:21:37.073906,0.0,0.0,0
16:21:37.276131,0.0,0.0,0
16:21:37.461156,0.0,0.0,0
16:21:37.654622,0.0,0.0,0
16:21:37.854356,0.0,0.0,0
16:21:38.052148,0.0,0.0,0
16:21:38.315594,0.0,0.0,0
16:21:38.500128,0.0,0.0,0
16:21:38.683919,0.0,0.0,0
16:21:38.887110,0.0,0.0,0
16:21:39.077029,0.0,0.0,0
16:21:39.269550,0.0,0.0,0
16:21:39.461965,0.0,0.0,0
16:21:39.718279,0.0,0.0,0
16:21:39.911865,0.0,0.0,0
16:21:40.103091,0.0,0.0,0
16:21:40.299527,0.0,0.0,0
16:21:40.491949,0.0,0.0,0
16:21:40.666780,0.0,0.0,0
16:21:40.859486,0.0,0.0,0
16:21:41.115306,0.0,0.0,0
16:21:41.308243,0.0,0.0,0
16:21:41.500731,0.0,0.0,0
16:21:41.693035,0.0,0.0,0
16:21:41.885516,0.0,0.0,0
16:21:42.079512,0.0,0.0,0
16:21:42.272566,0.0,0.0,0
16:21:42.463901,0.0,0.0,0
16:21:42.713447,0.0,0.0,0
16:21:42.906374,0.0,0.0,0
16:21:43.099476,0.0,0.0,0
16:21:43.295158,0.0,0.0,0
16:21:43.487002,0.0,0.0,0
16:21:43.679294,0.0,0.0,0
16:21:43.873279,0.0,0.0,0
16:21:44.065825,0.0,0.0,0
16:21:44.316741,0.0,0.0,0
16:21:44.491743,0.0,0.0,0
16:21:44.684703,0.0,0.0,0
16:21:44.878587,0.0,0.0,0
16:21:45.070028,0.0,0.0,0
16:21:45.333527,0.0,0.0,0
16:21:45.526204,0.0,0.0,0
16:21:45.719582,0.0,0.0,0
16:21:45.912077,0.0,0.0,0
16:21:46.106563,3.78,3.5,7.407407407407403
16:21:46.298079,27.3,42.0,-53.84615384615385
16:21:46.489691,41.16,38.5,6.462585034013597
16:21:46.681863,42.0,28.5,32.142857142857146
16:21:46.876362,44.52,51.0,-14.55525606469002
16:21:47.117363,46.62,59.0,-26.555126555126563
16:21:47.310360,60.48,42.5,29.728835978835978
16:21:47.503915,58.8,78.0,-32.653061224489804
16:21:47.694992,55.44,48.5,12.518037518037515
16:21:47.872127,57.12,49.0,14.215686274509801
16:21:48.128618,57.54,76.5,-32.9509906152242
16:21:48.321092,69.3,50.5,27.128427128427123
16:21:48.514438,75.6,97.5,-28.968253968253975
16:21:48.711680,71.4,52.0,27.17086834733894
16:21:48.904539,64.68,86.5,-33.735312306740866
16:21:49.099000,65.1,49.0,24.73118279569892
16:21:49.290975,68.04,83.0,-21.987066431510865
16:21:49.483240,58.8,53.0,9.863945578231288
16:21:49.678418,56.7,48.0,15.343915343915349
16:21:49.934710,48.3,68.0,-40.78674948240166
16:21:50.126689,49.98,38.0,23.96958783513405
16:21:50.318356,57.96,58.5,-0.9316770186335388
16:21:50.515992,53.76,67.5,-25.558035714285722
16:21:50.700186,55.44,38.0,31.457431457431458
16:21:50.890654,56.7,71.5,-26.10229276895943
16:21:51.082938,53.76,52.0,3.2738095238095206
16:21:51.279517,63.84,54.5,14.630325814536347
16:21:51.534839,65.52,83.0,-26.678876678876684
16:21:51.728728,63.84,45.0,29.511278195488728
16:21:51.919655,52.08,72.0,-38.24884792626729
16:21:52.111478,50.82,44.5,12.436048799685164
16:21:52.306139,57.54,47.5,17.448731317344453
16:21:52.497973,59.22,80.0,-35.089496791624455
16:21:52.691580,51.66,36.5,29.34572202864885
16:21:52.883046,37.38,34.0,9.042268592830396
16:21:53.124165,22.26,33.0,-48.247978436657675
16:21:53.316702,33.6,43.0,-27.97619047619047
16:21:53.508464,42.0,31.5,25.0
16:21:53.700046,47.46,41.5,12.55794353139486
16:21:53.892541,46.2,66.5,-43.93939393939393
16:21:54.086016,39.9,33.5,16.040100250626562
16:21:54.343587,33.18,21.5,35.201928872814946
16:21:54.535487,27.3,25.5,6.593406593406597
16:21:54.715944,22.68,32.5,-43.29805996472663
16:21:54.908704,30.66,41.5,-35.355512067840834
16:21:55.101228,41.16,32.5,21.039844509232257
16:21:55.343183,52.08,43.5,16.47465437788018
16:21:55.535055,58.8,80.0,-36.05442176870749
16:21:55.726739,60.06,42.0,30.069930069930074
16:21:55.915975,50.82,60.0,-18.06375442739079
16:21:56.107078,50.82,59.0,-16.096025186934277
16:21:56.300224,62.58,46.5,25.69511025886865
16:21:56.492308,65.94,88.5,-34.21292083712466
16:21:56.745059,61.32,43.0,29.876060013046313
16:21:56.936411,51.24,59.5,-16.12021857923497
16:21:57.126465,49.56,58.5,-18.038740920096846
16:21:57.317491,54.18,38.0,29.863418235511258
16:21:57.506682,60.48,79.5,-31.448412698412703
