Timestamp,Input_RPM,Output_RPM,Difference_%
12:59:37.935461,100.0,0.0,100.0
12:59:38.064487,100.0,0.0,100.0
12:59:38.176182,100.0,0.0,100.0
12:59:38.239112,100.0,0.0,100.0
12:59:38.366674,100.0,0.0,100.0
12:59:38.495994,100.0,0.0,100.0
12:59:38.558323,100.0,0.0,100.0
12:59:38.689961,100.0,0.0,100.0
12:59:38.739181,100.0,0.0,100.0
12:59:38.866246,100.0,0.0,100.0
12:59:38.994266,100.0,0.0,100.0
12:59:39.058753,100.0,0.0,100.0
12:59:39.191557,100.0,0.0,100.0
12:59:39.257312,100.0,0.0,100.0
12:59:39.389598,100.0,0.0,100.0
12:59:39.456818,100.0,0.0,100.0
12:59:39.575323,100.0,0.0,100.0
12:59:39.641701,100.0,0.0,100.0
12:59:39.775002,100.0,0.0,100.0
12:59:39.842041,100.0,0.0,100.0
12:59:39.971042,100.0,0.0,100.0
12:59:40.098132,100.0,0.0,100.0
12:59:40.162156,100.0,0.0,100.0
12:59:40.288200,100.0,0.0,100.0
12:59:40.351363,100.0,0.0,100.0
12:59:40.479253,100.0,0.0,100.0
