Timestamp,Input_RPM,Output_RPM,Difference_%
16:13:18.745111,100.0,0.0,100.0
16:13:18.859097,100.0,0.0,100.0
16:13:18.987425,100.0,0.0,100.0
16:13:19.051574,100.0,0.0,100.0
16:13:19.179322,100.0,0.0,100.0
16:13:19.244471,100.0,0.0,100.0
16:13:19.374270,100.0,0.0,100.0
16:13:19.444295,100.0,0.0,100.0
16:13:19.572067,100.0,0.0,100.0
16:13:19.635116,100.0,0.0,100.0
16:13:19.764686,100.0,0.0,100.0
16:13:19.827967,100.0,0.0,100.0
16:13:19.959962,100.0,0.0,100.0
16:13:20.025595,100.0,0.0,100.0
16:13:20.159463,100.0,0.0,100.0
16:13:20.225947,100.0,0.0,100.0
16:13:20.341101,100.0,0.0,100.0
16:13:20.476181,100.0,0.0,100.0
16:13:20.543449,100.0,0.0,100.0
16:13:20.659193,100.0,0.0,100.0
16:13:20.787290,100.0,0.0,100.0
16:13:20.849919,100.0,0.0,100.0
16:13:20.979170,100.0,0.0,100.0
16:13:21.042571,100.0,0.0,100.0
16:13:21.169966,100.0,0.0,100.0
16:13:21.233850,100.0,0.0,100.0
16:13:21.362047,100.0,0.0,100.0
16:13:21.489776,100.0,0.0,100.0
16:13:21.552491,100.0,0.0,100.0
16:13:21.680582,100.0,0.0,100.0
16:13:21.744680,100.0,0.0,100.0
16:13:21.872828,100.0,0.0,100.0
16:13:21.937766,100.0,0.0,100.0
16:13:22.064915,100.0,0.0,100.0
16:13:22.194821,100.0,0.0,100.0
